ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
GAD078106846,GA,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,02/06/1992,02/17/1992,02/21/1992
GA9210020872,GA,264.A,Standards for Owners and Operators of HW TSDs: General,E  ,05/22/1986,10/13/1986,
GAD980708788,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,07/20/1993,09/15/1993,08/20/1993
GAD065351777,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/09/1991,10/30/1992,10/11/1991
GA1570024330,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/22/1992,09/30/1992,
GAD981262462,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,12/22/1995,05/24/1996,
GAD981470719,GA,262.A,Standards Applicable to Generators of HW: General,S  ,01/14/2000,03/06/2000,
GAD981469067,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/20/1991,08/11/1994,11/01/1991
GAD984313395,GA,266.H,Standards for the Management of Specific HW and Specific Types of HW Management Facilities: Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,03/14/1996,03/14/1996,03/14/1996
GAD984312199,GA,262.A,Standards Applicable to Generators of HW: General,S  ,10/04/1991,10/14/1992,
GAD981278302,GA,268.A,Land Disposal Restrictions: General,S  ,06/23/1994,12/21/1994,
GAR000008409,GA,262.A,Standards Applicable to Generators of HW: General,S  ,06/05/1997,10/14/1997,10/06/1997
GAR000002626,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,04/04/1995,05/20/1996,
GAD003401106,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,07/25/1997,12/18/1998,
GAD003401106,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/21/1998,02/08/1999,06/15/1998
GAD000645895,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/04/2000,03/01/2000,03/17/2000
GAR000003632,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/12/1997,02/02/1998,
GAR000000091,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/31/1997,05/30/1997,04/30/1997
GA7170023694,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,03/27/1984,05/16/1984,
GAD984287193,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,06/15/1992,06/03/1994,
GAD981269095,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/14/1999,07/13/1999,
GAD981269095,GA,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,06/12/1992,08/10/1992,06/12/1992
GAD990675118,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,03/28/1983,04/15/1983,04/28/1983
GAD990675118,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,12/10/1991,08/12/1992,
GAD984303792,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/27/1992,05/24/1995,11/15/1994
GAD984297564,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/13/1995,10/24/1995,10/19/1995
GAD981269095,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,01/13/1997,02/07/1997,
GAD003323805,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,08/03/1994,12/09/1994,
GAD003323805,GA,262.A,Standards Applicable to Generators of HW: General,E  ,02/02/1994,03/02/1994,
GAD003324985,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,09/18/1984,11/05/1984,11/10/1984
GAD981468184,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/26/1996,11/20/1996,10/25/1996
GA0000054726,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/30/1995,05/03/1995,02/28/1995
GAD984322727,GA,266.H,Standards for the Management of Specific HW and Specific Types of HW Management Facilities: Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,05/12/1995,12/31/1996,
GAD981472731,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/01/1992,02/24/1993,03/15/1993
GAD984299818,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,03/29/1995,06/02/1995,
GAD981268295,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,09/23/1998,10/21/1998,11/10/1998
GAD991275124,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,05/06/1985,11/20/1992,01/18/1990
GAD991275124,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,01/17/1991,11/20/1992,
GAD991275124,GA,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,08/12/1993,07/01/1994,
GA8570024606,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,05/24/1985,11/08/1985,11/08/1985
GAD981265267,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/10/1990,08/12/1994,06/24/1990
GAD096629282,GA,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/02/1997,01/02/1998,
GAD981242613,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/09/1998,03/25/1998,02/11/1998
GAD981222102,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,09/17/1991,07/12/1994,11/01/1991
GAD042125146,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,11/03/1995,02/07/1996,
GAD092140508,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/25/1991,07/26/1991,05/09/1991
GAD080084361,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/14/1999,01/26/2000,
GAD008212409,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,12/08/1983,01/27/1984,01/08/1984
GAD003308335,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,02/13/1984,12/05/1984,
GAD061921052,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,06/21/1993,07/30/1993,
GAD061022216,GA,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,09/09/1992,10/28/1992,10/22/1992
GAD051010205,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,06/05/1984,08/12/1987,10/15/1986
GAD981244502,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/02/1994,11/03/1994,04/04/1994
GAD981244502,GA,268.A,Land Disposal Restrictions: General,S  ,03/02/1994,11/03/1994,04/04/1994
GAD981026388,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,10/05/1999,12/20/1999,12/07/1999
GAD033582461,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,01/21/1991,08/30/1991,05/12/1991
GAD065367781,GA,266.H,Standards for the Management of Specific HW and Specific Types of HW Management Facilities: Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,02/01/2000,05/11/2000,
GAD003265030,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,05/23/1991,01/24/1992,
GAD000828186,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,07/20/1999,09/30/1999,09/30/1999
GAD096629282,GA,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,08/07/1997,08/22/1997,
GAD981237118,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,04/17/1998,05/28/1998,06/01/1998
GAD033842543,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/11/1998,06/25/1998,
